========================================
ch4oh_B1_Energy_1_0.0.out
0.1 atm
T,P1->P2
200.0,2.41214e-14
210.0,2.85466e-14
220.0,3.37997e-14
230.0,4.00082e-14
240.0,4.73116e-14
250.0,5.58616e-14
260.0,6.58218e-14
270.0,7.73677e-14
280.0,9.06866e-14
290.0,1.05977e-13
300.0,1.23449e-13
310.0,1.43323e-13
320.0,1.6583e-13
330.0,1.9121e-13
340.0,2.19715e-13
350.0,2.51604e-13
360.0,2.87145e-13
370.0,3.26615e-13
380.0,3.70297e-13
390.0,4.18483e-13
400.0,4.71469e-13
410.0,5.2956e-13
420.0,5.93064e-13
430.0,6.62293e-13
440.0,7.37564e-13
450.0,8.19199e-13
460.0,9.0752e-13
470.0,1.00285e-12
480.0,1.10552e-12
490.0,1.21585e-12
500.0,1.33418e-12
510.0,1.46082e-12
520.0,1.5961e-12
530.0,1.74034e-12
540.0,1.89387e-12
550.0,2.057e-12
560.0,2.23004e-12
570.0,2.41329e-12
580.0,2.60707e-12
590.0,2.81166e-12
600.0,3.02735e-12
610.0,3.25443e-12
620.0,3.49317e-12
630.0,3.74383e-12
640.0,4.00667e-12
650.0,4.28194e-12
660.0,4.56987e-12
670.0,4.8707e-12
680.0,5.18463e-12
690.0,5.51189e-12
700.0,5.85265e-12
800.0,1.00372e-11
900.0,1.56934e-11
1000.0,2.28068e-11
1100.0,3.12489e-11
1200.0,4.08076e-11
1300.0,5.12228e-11
1400.0,6.22192e-11
1500.0,7.35312e-11
1600.0,8.49212e-11
1700.0,9.6184e-11
1800.0,1.07178e-10
1900.0,1.17761e-10
2000.0,1.2788e-10
2100.0,1.3745e-10
2200.0,1.46453e-10
2300.0,1.54913e-10
2400.0,1.62786e-10
2500.0,1.70111e-10
2600.0,1.76925e-10
2700.0,1.83235e-10
2800.0,1.89106e-10
2900.0,1.94525e-10
3000.0,1.99546e-10
